	model	lemma	level_1	sentid	wordpos_mod	prob	surp	pairid	contextid	number	comparison	sentence	ROI
211	gpt2	BE	155	9	3	0.3551542991262977	5.416653275489807	5	3	plu	expected	Hello, students are chameleons.	2,3
212	gpt2	BE	158	10	0	0.5480125844478607	1.6902217864990234	5	3	plu	unexpected	Hello, students is chameleons.	2,3
213	gpt2	BE	161	10	1	8.310755947604775e-05	13.55466079711914	5	3	plu	unexpected	Hello, students is chameleons.	2,3
214	gpt2	BE	164	10	2	0.0007098170462995	10.460265159606934	5	3	plu	unexpected	Hello, students is chameleons.	2,3
215	gpt2	BE	167	10	3	0.10533580021801751	6.25863823890686	5	3	plu	unexpected	Hello, students is chameleons.	2,3
216	gpt2	LIKE	170	11	0	0.5480125844478607	1.6902217864990234	6	3	plu	expected	Hello, students like chameleons.	2,3
217	gpt2	LIKE	173	11	1	8.310755947604775e-05	13.55466079711914	6	3	plu	expected	Hello, students like chameleons.	2,3
218	gpt2	LIKE	176	11	2	0.0008481858531013	10.20333194732666	6	3	plu	expected	Hello, students like chameleons.	2,3
219	gpt2	LIKE	179	11	3	0.27013219654727433	5.410044646263122	6	3	plu	expected	Hello, students like chameleons.	2,3
220	gpt2	LIKE	182	12	0	0.5480125844478607	1.6902217864990234	6	3	plu	unexpected	Hello, students likes chameleons.	2,3
221	gpt2	LIKE	185	12	1	8.310755947604775e-05	13.55466079711914	6	3	plu	unexpected	Hello, students likes chameleons.	2,3
222	gpt2	LIKE	188	12	2	2.6338782390666893e-06	18.534379959106445	6	3	plu	unexpected	Hello, students likes chameleons.	2,3
223	gpt2	LIKE	191	12	3	0.31476820821117146	4.892058509588241	6	3	plu	unexpected	Hello, students likes chameleons.	2,3
224	gpt2	BE	194	13	0	0.5480125844478607	1.6902217864990234	7	4	plu	expected	Hello, chameleons are students.	2,3
225	gpt2	BE	197	13	1	0.15566934580419906	5.901820808649063	7	4	plu	expected	Hello, chameleons are students.	2,3
226	gpt2	BE	200	13	2	0.0296258106827735	5.077001571655273	7	4	plu	expected	Hello, chameleons are students.	2,3
227	gpt2	BE	203	13	3	0.08233046681198175	8.625032663345337	7	4	plu	expected	Hello, chameleons are students.	2,3
228	gpt2	BE	206	14	0	0.5480125844478607	1.6902217864990234	7	4	plu	unexpected	Hello, chameleons is students.	2,3
229	gpt2	BE	209	14	1	0.15566934580419906	5.901820808649063	7	4	plu	unexpected	Hello, chameleons is students.	2,3
230	gpt2	BE	212	14	2	0.0012954757548868	9.592302322387695	7	4	plu	unexpected	Hello, chameleons is students.	2,3
231	gpt2	BE	215	14	3	0.06403919072681673	10.95654559135437	7	4	plu	unexpected	Hello, chameleons is students.	2,3
232	gpt2	LIKE	218	15	0	0.5480125844478607	1.6902217864990234	8	4	plu	expected	Hello, chameleons like students.	2,3
233	gpt2	LIKE	221	15	1	0.15566934580419906	5.901820808649063	8	4	plu	expected	Hello, chameleons like students.	2,3
234	gpt2	LIKE	224	15	2	0.0009759829845279	10.000856399536133	8	4	plu	expected	Hello, chameleons like students.	2,3
235	gpt2	LIKE	227	15	3	0.03770642425570257	9.536051630973816	8	4	plu	expected	Hello, chameleons like students.	2,3
236	gpt2	LIKE	230	16	0	0.5480125844478607	1.6902217864990234	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
237	gpt2	LIKE	233	16	1	0.15566934580419906	5.901820808649063	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
238	gpt2	LIKE	236	16	2	2.136284274456557e-05	15.51453685760498	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
239	gpt2	LIKE	239	16	3	0.0876798494809918	8.77296781539917	8	4	plu	unexpected	Hello, chameleons likes students.	2,3
